[User ID]	[Service ID]	[TP]	[User Country]	[User AS]	[Service Country]	[Service AS]
256	5391	11.173	18	50	70	761
257	5391	12.461	18	50	70	761
273	5391	14.76	28	126	70	761
282	5391	9.685	19	102	70	761
313	5391	17.167	29	80	70	761
316	5391	10.23	2	75	70	761
323	5391	14.44	29	93	70	761
327	5391	6.042	17	36	70	761
331	5391	7.619	22	13	70	761
4	5412	77.348	29	28	70	723
37	5412	11.475	29	129	70	723
50	5412	79.545	29	63	70	723
64	5412	74.866	29	57	70	723
69	5412	30.769	9	100	70	723
78	5412	38.674	9	113	70	723
99	5412	14.056	9	113	70	723
126	5412	76.086	29	7	70	723
127	5412	79.545	29	7	70	723
131	5412	25.641	11	84	70	723
136	5412	56.451	29	46	70	723
147	5412	33.816	8	125	70	723
162	5412	8.722	29	44	70	723
191	5412	58.823	29	68	70	723
195	5412	36.745	19	136	70	723
216	5412	14.799	30	33	70	723
222	5412	2.84	29	59	70	723
229	5412	76.086	29	82	70	723
235	5412	28.169	9	113	70	723
276	5412	27.29	6	67	70	723
300	5412	32.407	16	124	70	723
316	5412	1.158	2	75	70	723
4	5423	59.701	29	28	70	43
25	5423	71.856	29	104	70	43
42	5423	63.829	29	92	70	43
45	5423	107.142	29	34	70	43
64	5423	62.5	29	57	70	43
136	5423	43.956	29	46	70	43
145	5423	34.482	28	126	70	43
162	5423	65.573	29	44	70	43
190	5423	28.503	25	14	70	43
195	5423	30.075	19	136	70	43
211	5423	30.0	25	123	70	43
241	5423	35.398	27	101	70	43
247	5423	141.176	29	116	70	43
285	5423	31.088	9	113	70	43
290	5423	66.298	29	107	70	43
299	5423	28.639	1	38	70	43
332	5423	13.62	29	58	70	43
337	5423	61.855	29	117	70	43
4	5482	101.123	29	28	9	119
6	5482	166.666	29	15	9	119
17	5482	152.542	29	112	9	119
32	5482	100.0	29	54	9	119
53	5482	79.646	29	21	9	119
55	5482	108.433	29	37	9	119
74	5482	123.287	29	127	9	119
78	5482	51.428	9	113	9	119
86	5482	50.847	9	130	9	119
92	5482	50.561	15	17	9	119
119	5482	51.724	9	113	9	119
138	5482	48.648	0	4	9	119
156	5482	46.153	4	30	9	119
157	5482	46.632	4	30	9	119
174	5482	51.136	9	113	9	119
215	5482	50.0	16	60	9	119
220	5482	56.25	29	59	9	119
227	5482	176.47	29	109	9	119
234	5482	130.434	2	20	9	119
245	5482	160.714	29	70	9	119
277	5482	51.724	6	67	9	119
281	5482	43.902	19	102	9	119
286	5482	173.076	29	69	9	119
302	5482	31.914	3	91	9	119
314	5482	107.142	29	3	9	119
330	5482	50.0	24	47	9	119
334	5482	80.357	29	55	9	119
338	5482	125.0	29	87	9	119
4	5552	58.823	29	28	23	965
20	5552	69.565	29	135	23	965
33	5552	59.259	29	62	23	965
34	5552	55.944	29	62	23	965
43	5552	65.573	29	65	23	965
48	5552	51.282	29	34	23	965
55	5552	51.948	29	37	23	965
91	5552	170.212	15	17	23	965
93	5552	44.943	29	97	23	965
100	5552	55.555	29	103	23	965
112	5552	25.157	16	95	23	965
114	5552	173.913	28	126	23	965
136	5552	65.573	29	46	23	965
173	5552	60.15	29	55	23	965
179	5552	66.115	2	56	23	965
213	5552	27.397	16	60	23	965
218	5552	63.492	29	92	23	965
246	5552	181.818	29	126	23	965
250	5552	186.046	13	9	23	965
255	5552	109.589	25	123	23	965
4	5558	78.947	29	28	23	682
28	5558	73.17	29	110	23	682
55	5558	29.556	29	37	23	682
99	5558	169.014	9	113	23	682
108	5558	25.586	29	120	23	682
115	5558	38.461	28	126	23	682
126	5558	79.47	29	7	23	682
134	5558	31.662	29	51	23	682
142	5558	42.704	9	12	23	682
179	5558	78.947	2	56	23	682
217	5558	21.778	30	33	23	682
232	5558	43.636	29	64	23	682
255	5558	37.735	25	123	23	682
299	5558	21.201	1	38	23	682
330	5558	184.615	24	47	23	682
334	5558	77.419	29	55	23	682
4	5627	17.857	29	28	70	372
68	5627	14.634	29	118	70	372
107	5627	17.647	29	128	70	372
129	5627	5.484	11	84	70	372
147	5627	8.571	8	125	70	372
150	5627	8.426	9	113	70	372
190	5627	7.792	25	14	70	372
232	5627	10.714	29	64	70	372
263	5627	6.535	9	113	70	372
266	5627	7.228	8	49	70	372
277	5627	8.62	6	67	70	372
313	5627	14.084	29	80	70	372
314	5627	17.142	29	3	70	372
318	5627	13.636	29	88	70	372
333	5627	3.157	29	58	70	372
4	5632	31.847	29	28	70	231
17	5632	18.181	29	112	70	231
55	5632	38.759	29	37	70	231
65	5632	12.019	29	79	70	231
71	5632	30.864	29	114	70	231
91	5632	15.105	15	17	70	231
103	5632	31.847	29	103	70	231
117	5632	5.44	9	100	70	231
160	5632	7.704	4	26	70	231
227	5632	16.611	29	109	70	231
249	5632	17.667	29	116	70	231
273	5632	16.501	28	126	70	231
319	5632	19.455	29	88	70	231
326	5632	8.992	17	36	70	231
333	5632	7.53	29	58	70	231
4	5668	231.738	29	28	70	399
91	5668	85.027	15	17	70	399
174	5668	85.343	9	113	70	399
176	5668	108.108	9	113	70	399
184	5668	99.783	17	31	70	399
188	5668	87.203	6	67	70	399
228	5668	440.191	29	109	70	399
229	5668	272.189	29	82	70	399
231	5668	474.226	29	74	70	399
246	5668	90.284	29	126	70	399
251	5668	86.71	13	9	70	399
257	5668	104.664	18	50	70	399
296	5668	68.503	1	38	70	399
300	5668	129.76	16	124	70	399
320	5668	353.846	29	88	70	399
4	5675	25.423	29	28	70	474
52	5675	9.933	29	21	70	474
62	5675	10.344	29	90	70	474
67	5675	1.896	18	50	70	474
88	5675	6.833	27	101	70	474
95	5675	16.759	29	72	70	474
120	5675	4.172	21	106	70	474
155	5675	3.225	10	131	70	474
196	5675	0.395	16	32	70	474
217	5675	1.731	30	33	70	474
237	5675	10.101	27	101	70	474
275	5675	0.284	5	76	70	474
295	5675	2.747	29	19	70	474
317	5675	0.157	29	88	70	474
4	5708	955.555	29	28	70	768
8	5708	860.0	29	133	70	768
24	5708	699.186	29	119	70	768
29	5708	597.222	28	126	70	768
104	5708	565.789	8	41	70	768
131	5708	83.82	11	84	70	768
159	5708	313.868	4	35	70	768
181	5708	267.912	2	56	70	768
191	5708	924.731	29	68	70	768
192	5708	438.775	10	98	70	768
215	5708	405.66	16	60	70	768
286	5708	682.539	29	69	70	768
325	5708	324.528	17	36	70	768
4	5747	416.666	29	28	70	868
10	5747	279.005	29	105	70	868
11	5747	399.201	29	105	70	868
51	5747	694.444	29	63	70	868
115	5747	371.747	28	126	70	868
140	5747	325.732	29	52	70	868
152	5747	250.0	9	113	70	868
191	5747	454.545	29	68	70	868
241	5747	410.677	27	101	70	868
254	5747	309.119	20	40	70	868
262	5747	240.384	9	113	70	868
271	5747	268.456	19	10	70	868
280	5747	265.091	19	102	70	868
299	5747	181.488	1	38	70	868
312	5747	373.831	29	80	70	868
4	5757	16.853	29	28	70	43
6	5757	12.658	29	15	70	43
19	5757	8.62	29	89	70	43
40	5757	27.777	29	18	70	43
62	5757	16.216	29	90	70	43
65	5757	9.375	29	79	70	43
119	5757	6.437	9	113	70	43
140	5757	16.806	29	52	70	43
194	5757	6.976	19	136	70	43
211	5757	3.577	25	123	70	43
223	5757	12.931	29	59	70	43
239	5757	10.791	27	101	70	43
266	5757	6.944	8	49	70	43
273	5757	10.033	28	126	70	43
289	5757	25.862	29	107	70	43
304	5757	7.712	16	60	70	43
308	5757	6.928	29	77	70	43
325	5757	3.218	17	36	70	43
328	5757	7.194	9	113	70	43
332	5757	1.657	29	58	70	43
334	5757	21.897	29	55	70	43
335	5757	21.582	29	55	70	43
4	5765	18.867	29	28	70	43
10	5765	0.38	29	105	70	43
11	5765	8.298	29	105	70	43
13	5765	15.037	29	11	70	43
21	5765	9.478	29	119	70	43
45	5765	11.695	29	34	70	43
46	5765	23.255	29	34	70	43
59	5765	12.738	29	66	70	43
62	5765	8.403	29	90	70	43
73	5765	6.756	29	127	70	43
82	5765	3.305	26	25	70	43
119	5765	3.355	9	113	70	43
140	5765	0.911	29	52	70	43
153	5765	3.338	9	113	70	43
163	5765	2.4	29	39	70	43
184	5765	1.673	17	31	70	43
187	5765	2.58	10	78	70	43
189	5765	6.06	25	14	70	43
199	5765	7.968	29	16	70	43
209	5765	10.928	29	99	70	43
229	5765	54.054	29	82	70	43
246	5765	3.696	29	126	70	43
265	5765	4.106	8	49	70	43
4	5792	28.301	29	28	70	256
20	5792	22.727	29	135	70	256
36	5792	21.897	29	71	70	256
39	5792	32.967	29	18	70	256
78	5792	11.363	9	113	70	256
88	5792	11.673	27	101	70	256
94	5792	8.0	29	97	70	256
103	5792	9.868	29	103	70	256
110	5792	2.283	14	86	70	256
119	5792	6.818	9	113	70	256
131	5792	6.369	11	84	70	256
152	5792	6.787	9	113	70	256
155	5792	4.405	10	131	70	256
165	5792	13.333	29	6	70	256
187	5792	5.154	10	78	70	256
232	5792	10.6	29	64	70	256
248	5792	21.428	29	116	70	256
323	5792	10.791	29	93	70	256
327	5792	4.195	17	36	70	256
4	5799	31.25	29	28	70	256
5	5799	16.393	29	15	70	256
15	5799	5.738	29	22	70	256
100	5799	34.782	29	103	70	256
139	5799	9.9	0	4	70	256
146	5799	10.282	8	125	70	256
165	5799	44.444	29	6	70	256
204	5799	9.07	19	134	70	256
275	5799	0.384	5	76	70	256
286	5799	11.235	29	69	70	256
298	5799	4.291	1	38	70	256
325	5799	4.184	17	36	70	256
327	5799	4.733	17	36	70	256
329	5799	10.152	9	113	70	256
334	5799	45.454	29	55	70	256
4	5812	24.539	29	28	70	256
26	5812	85.106	29	104	70	256
43	5812	1.152	29	65	70	256
77	5812	10.61	15	17	70	256
102	5812	31.007	29	103	70	256
142	5812	0.745	9	12	70	256
144	5812	0.838	28	126	70	256
152	5812	10.958	9	113	70	256
170	5812	48.78	29	83	70	256
171	5812	43.478	29	83	70	256
188	5812	6.633	6	67	70	256
218	5812	56.338	29	92	70	256
219	5812	36.363	29	92	70	256
222	5812	20.304	29	59	70	256
229	5812	14.705	29	82	70	256
237	5812	12.158	27	101	70	256
242	5812	10.554	27	101	70	256
253	5812	7.751	20	40	70	256
257	5812	10.695	18	50	70	256
259	5812	9.685	7	29	70	256
277	5812	15.325	6	67	70	256
314	5812	4.219	29	3	70	256
5	55	22.471	29	15	1	334
10	55	22.857	29	105	1	334
33	55	17.467	29	62	1	334
34	55	14.035	29	62	1	334
70	55	10.526	9	100	1	334
87	55	10.582	27	101	1	334
90	55	11.494	0	122	1	334
112	55	10.075	16	95	1	334
171	55	17.777	29	83	1	334
180	55	15.384	2	56	1	334
188	55	10.309	6	67	1	334
193	55	10.869	10	98	1	334
235	55	10.989	9	113	1	334
237	55	12.012	27	101	1	334
248	55	12.422	29	116	1	334
261	55	8.048	9	113	1	334
293	55	19.138	29	96	1	334
319	55	21.857	29	88	1	334
325	55	9.803	17	36	1	334
5	64	8.219	29	15	1	43
33	64	6.666	29	62	1	43
34	64	0.872	29	62	1	43
119	64	3.092	9	113	1	43
167	64	3.151	9	113	1	43
204	64	2.365	19	134	1	43
209	64	5.586	29	99	1	43
212	64	9.615	16	60	1	43
249	64	8.064	29	116	1	43
283	64	4.219	19	102	1	43
291	64	5.025	2	2	1	43
292	64	4.823	2	2	1	43
328	64	2.664	9	113	1	43
336	64	6.289	29	117	1	43
5	146	16.574	29	15	4	43
71	146	22.058	29	114	4	43
73	146	20.408	29	127	4	43
140	146	25.0	29	52	4	43
175	146	58.823	9	113	4	43
206	146	23.622	29	132	4	43
216	146	9.345	30	33	4	43
224	146	16.853	29	59	4	43
250	146	54.545	13	9	4	43
254	146	39.473	20	40	4	43
330	146	54.545	24	47	4	43
5	182	5.347	29	15	6	142
18	182	2.439	29	112	6	142
22	182	5.084	29	119	6	142
33	182	4.694	29	62	6	142
42	182	3.144	29	92	6	142
88	182	1.086	27	101	6	142
90	182	1.832	0	122	6	142
92	182	2.21	15	17	6	142
100	182	3.717	29	103	6	142
118	182	1.56	9	113	6	142
123	182	0.378	23	121	6	142
144	182	1.863	28	126	6	142
162	182	3.826	29	44	6	142
168	182	2.145	9	113	6	142
176	182	2.188	9	113	6	142
184	182	1.14	17	31	6	142
195	182	3.973	19	136	6	142
200	182	1.211	8	49	6	142
224	182	1.517	29	59	6	142
229	182	3.464	29	82	6	142
239	182	4.115	27	101	6	142
267	182	2.798	8	49	6	142
282	182	1.645	19	102	6	142
286	182	4.424	29	69	6	142
294	182	2.431	29	96	6	142
301	182	1.682	16	124	6	142
329	182	1.383	9	113	6	142
331	182	2.277	22	13	6	142
5	201	364.014	29	15	6	983
10	201	262.356	29	105	6	983
40	201	467.662	29	18	6	983
54	201	203.87	29	0	6	983
92	201	238.304	15	17	6	983
105	201	365.73	8	41	6	983
118	201	327.229	9	113	6	983
125	201	158.141	29	7	6	983
143	201	259.899	9	12	6	983
165	201	549.066	29	6	6	983
188	201	198.453	6	67	6	983
255	201	173.319	25	123	6	983
260	201	154.469	7	29	6	983
286	201	410.019	29	69	6	983
307	201	218.027	16	60	6	983
5	219	122.807	29	15	9	203
7	219	127.272	29	15	9	203
77	219	0.37	15	17	9	203
90	219	40.0	0	122	9	203
93	219	122.807	29	97	9	203
104	219	0.351	8	41	9	203
111	219	0.36	14	86	9	203
199	219	60.344	29	16	9	203
219	219	41.176	29	92	9	203
229	219	58.823	29	82	9	203
287	219	140.0	29	69	9	203
299	219	27.343	1	38	9	203
334	219	61.403	29	55	9	203
5	230	122.807	29	15	9	203
12	230	134.615	29	105	9	203
13	230	59.829	29	11	9	203
21	230	225.806	29	119	9	203
32	230	66.666	29	54	9	203
42	230	60.344	29	92	9	203
48	230	76.086	29	34	9	203
54	230	79.545	29	0	9	203
57	230	64.814	29	45	9	203
63	230	43.478	29	57	9	203
72	230	53.846	29	114	9	203
80	230	36.649	15	17	9	203
97	230	41.666	9	113	9	203
132	230	42.424	9	113	9	203
142	230	41.176	9	12	9	203
154	230	32.863	10	131	9	203
207	230	73.684	29	132	9	203
250	230	32.863	13	9	9	203
255	230	33.333	25	123	9	203
256	230	39.106	18	50	9	203
262	230	33.333	9	113	9	203
267	230	29.787	8	49	9	203
282	230	34.653	19	102	9	203
284	230	40.697	9	113	9	203
306	230	0.35	16	60	9	203
333	230	18.766	29	58	9	203
336	230	26.717	29	117	9	203
5	239	125.0	29	15	9	203
14	239	59.829	29	11	9	203
40	239	64.814	29	18	9	203
54	239	98.591	29	0	9	203
84	239	33.175	9	130	9	203
91	239	38.461	15	17	9	203
93	239	122.807	29	97	9	203
97	239	30.434	9	113	9	203
122	239	7.021	23	121	9	203
127	239	48.611	29	7	9	203
146	239	38.674	8	125	9	203
195	239	35.897	19	136	9	203
213	239	38.888	16	60	9	203
224	239	125.0	29	59	9	203
232	239	87.5	29	64	9	203
240	239	40.462	27	101	9	203
275	239	23.411	5	76	9	203
291	239	94.594	2	2	9	203
297	239	28.688	1	1	9	203
304	239	40.697	16	60	9	203
308	239	233.333	29	77	9	203
311	239	75.268	29	111	9	203
314	239	78.651	29	3	9	203
320	239	38.461	29	88	9	203
332	239	142.857	29	58	9	203
5	285	63.063	29	15	9	203
21	285	212.121	29	119	9	203
23	285	225.806	29	119	9	203
52	285	61.403	29	21	9	203
66	285	32.71	18	50	9	203
77	285	38.674	15	17	9	203
82	285	39.548	26	25	9	203
83	285	36.649	9	113	9	203
102	285	64.814	29	103	9	203
138	285	34.482	0	4	9	203
142	285	41.176	9	12	9	203
162	285	120.689	29	44	9	203
168	285	39.772	9	113	9	203
169	285	58.333	29	83	9	203
196	285	38.888	16	32	9	203
230	285	63.063	29	82	9	203
231	285	132.075	29	74	9	203
309	285	175.0	29	77	9	203
5	315	118.644	29	15	9	203
45	315	72.916	29	34	9	203
53	315	61.403	29	21	9	203
63	315	94.594	29	57	9	203
77	315	38.461	15	17	9	203
90	315	40.0	0	122	9	203
113	315	41.916	16	61	9	203
118	315	39.106	9	113	9	203
123	315	10.057	23	121	9	203
148	315	37.234	9	113	9	203
157	315	36.649	4	30	9	203
206	315	76.086	29	132	9	203
249	315	137.254	29	116	9	203
261	315	40.229	9	113	9	203
265	315	26.022	8	49	9	203
328	315	30.042	9	113	9	203
331	315	28.225	22	13	9	203
5	349	98.591	29	15	9	203
52	349	56.0	29	21	9	203
53	349	53.435	29	21	9	203
54	349	79.545	29	0	9	203
56	349	29.411	29	23	9	203
59	349	72.916	29	66	9	203
68	349	40.229	29	118	9	203
92	349	39.548	15	17	9	203
111	349	13.806	14	86	9	203
129	349	9.536	11	84	9	203
145	349	40.229	28	126	9	203
185	349	80.459	29	48	9	203
195	349	37.433	19	136	9	203
198	349	33.98	29	16	9	203
218	349	53.846	29	92	9	203
223	349	125.0	29	59	9	203
224	349	127.272	29	59	9	203
5	362	57.377	29	15	9	203
39	362	93.333	29	18	9	203
58	362	84.337	29	45	9	203
95	362	122.807	29	72	9	203
98	362	41.666	9	113	9	203
116	362	40.0	9	100	9	203
126	362	74.468	29	7	9	203
129	362	10.67	11	84	9	203
137	362	74.468	29	46	9	203
156	362	31.963	4	30	9	203
244	362	120.689	29	70	9	203
260	362	37.837	7	29	9	203
306	362	40.229	16	60	9	203
311	362	70.707	29	111	9	203
325	362	23.178	17	36	9	203
327	362	41.666	17	36	9	203
333	362	28.455	29	58	9	203
5	364	53.846	29	15	9	203
17	364	53.435	29	112	9	203
21	364	233.333	29	119	9	203
24	364	88.607	29	119	9	203
31	364	85.365	2	53	9	203
40	364	98.591	29	18	9	203
54	364	78.651	29	0	9	203
71	364	41.176	29	114	9	203
81	364	30.567	25	123	9	203
82	364	39.548	26	25	9	203
124	364	6.993	23	121	9	203
157	364	36.458	4	30	9	203
159	364	34.313	4	35	9	203
205	364	33.018	19	134	9	203
209	364	27.027	29	99	9	203
272	364	39.325	28	126	9	203
273	364	42.682	28	126	9	203
290	364	72.916	29	107	9	203
309	364	241.379	29	77	9	203
312	364	98.591	29	80	9	203
321	364	79.545	29	85	9	203
326	364	29.288	17	36	9	203
5	386	125.0	29	15	9	203
9	386	38.251	29	133	9	203
14	386	59.322	29	11	9	203
25	386	66.666	29	104	9	203
28	386	62.5	29	110	9	203
48	386	59.829	29	34	9	203
49	386	72.916	29	63	9	203
67	386	35.0	18	50	9	203
133	386	40.935	9	113	9	203
135	386	36.458	25	123	9	203
158	386	36.269	4	30	9	203
163	386	4.919	29	39	9	203
198	386	62.5	29	16	9	203
201	386	40.229	8	49	9	203
203	386	10.574	29	27	9	203
236	386	22.222	9	113	9	203
249	386	134.615	29	116	9	203
284	386	36.458	9	113	9	203
323	386	134.615	29	93	9	203
328	386	40.0	9	113	9	203
331	386	25.735	22	13	9	203
5	434	0.657	29	15	9	203
59	434	0.638	29	66	9	203
62	434	0.644	29	90	9	203
67	434	0.638	18	50	9	203
84	434	0.632	9	130	9	203
110	434	9.422	14	86	9	203
179	434	0.643	2	56	9	203
180	434	0.62	2	56	9	203
207	434	0.658	29	132	9	203
241	434	0.677	27	101	9	203
249	434	19.002	29	116	9	203
258	434	0.646	7	29	9	203
273	434	0.647	28	126	9	203
278	434	1.096	19	102	9	203
286	434	0.653	29	69	9	203
288	434	0.728	29	107	9	203
295	434	0.693	29	19	9	203
5	473	97.826	29	15	9	119
12	473	108.433	29	105	9	119
21	473	142.857	29	119	9	119
41	473	49.45	29	18	9	119
124	473	19.354	23	121	9	119
166	473	140.625	29	6	9	119
191	473	88.235	29	68	9	119
245	473	200.0	29	70	9	119
269	473	52.631	28	126	9	119
285	473	42.857	9	113	9	119
286	473	91.836	29	69	9	119
298	473	39.13	1	38	9	119
5	476	98.901	29	15	9	119
48	476	120.0	29	34	9	119
49	476	118.421	29	63	9	119
88	476	52.941	27	101	9	119
91	476	51.724	15	17	9	119
93	476	101.123	29	97	9	119
98	476	53.892	9	113	9	119
100	476	98.901	29	103	9	119
106	476	63.829	29	128	9	119
122	476	19.313	23	121	9	119
150	476	54.216	9	113	9	119
193	476	43.478	10	98	9	119
214	476	40.0	16	60	9	119
216	476	19.271	30	33	9	119
234	476	157.894	2	20	9	119
247	476	107.142	29	116	9	119
254	476	42.056	20	40	9	119
265	476	28.301	8	49	9	119
281	476	39.301	19	102	9	119
283	476	40.54	19	102	9	119
288	476	176.47	29	107	9	119
299	476	39.13	1	38	9	119
323	476	107.142	29	93	9	119
5	515	225.0	29	15	9	26
28	515	131.386	29	110	9	26
29	515	94.24	28	126	9	26
36	515	129.496	29	71	9	26
45	515	152.542	29	34	9	26
61	515	176.47	29	90	9	26
81	515	76.595	25	123	9	26
102	515	136.363	29	103	9	26
104	515	90.452	8	41	9	26
148	515	91.836	9	113	9	26
172	515	181.818	29	55	9	26
199	515	111.111	29	16	9	26
203	515	130.434	29	27	9	26
233	515	300.0	29	64	9	26
237	515	90.909	27	101	9	26
256	515	87.378	18	50	9	26
280	515	78.947	19	102	9	26
294	515	276.923	29	96	9	26
299	515	64.285	1	38	9	26
300	515	90.909	16	124	9	26
302	515	58.252	3	91	9	26
305	515	92.307	16	60	9	26
315	515	165.137	29	3	9	26
5	588	12.931	29	15	9	118
30	588	7.936	2	53	9	118
85	588	9.23	9	130	9	118
108	588	33.333	29	120	9	118
114	588	9.036	28	126	9	118
149	588	7.894	9	113	9	118
160	588	0.453	4	26	9	118
167	588	7.389	9	113	9	118
176	588	7.5	9	113	9	118
198	588	11.857	29	16	9	118
211	588	5.484	25	123	9	118
235	588	5.0	9	113	9	118
260	588	4.322	7	29	9	118
309	588	7.425	29	77	9	118
310	588	0.555	29	77	9	118
313	588	17.647	29	80	9	118
315	588	12.765	29	3	9	118
328	588	5.385	9	113	9	118
329	588	5.093	9	113	9	118
5	616	4.576	29	15	10	463
9	616	6.514	29	133	10	463
11	616	4.739	29	105	10	463
24	616	4.545	29	119	10	463
50	616	6.329	29	63	10	463
97	616	4.444	9	113	10	463
99	616	4.444	9	113	10	463
113	616	2.881	16	61	10	463
122	616	2.82	23	121	10	463
127	616	4.975	29	7	10	463
174	616	4.273	9	113	10	463
214	616	3.134	16	60	10	463
242	616	4.166	27	101	10	463
265	616	2.781	8	49	10	463
267	616	3.442	8	49	10	463
272	616	4.454	28	126	10	463
284	616	4.484	9	113	10	463
288	616	5.05	29	107	10	463
294	616	5.154	29	96	10	463
309	616	5.128	29	77	10	463
336	616	4.081	29	117	10	463
5	669	14.563	29	15	11	138
48	669	12.82	29	34	11	138
57	669	2.13	29	45	11	138
64	669	12.605	29	57	11	138
129	669	38.461	11	84	11	138
140	669	10.452	29	52	11	138
157	669	16.759	4	30	11	138
166	669	12.145	29	6	11	138
186	669	8.522	10	78	11	138
195	669	5.154	19	136	11	138
220	669	14.084	29	59	11	138
222	669	13.574	29	59	11	138
248	669	14.354	29	116	11	138
275	669	6.607	5	76	11	138
285	669	7.281	9	113	11	138
5	706	9.049	29	15	11	43
10	706	7.575	29	105	11	43
45	706	8.888	29	34	11	43
54	706	8.547	29	0	11	43
64	706	8.928	29	57	11	43
97	706	5.555	9	113	11	43
98	706	6.172	9	113	11	43
99	706	5.54	9	113	11	43
110	706	2.4	14	86	11	43
133	706	5.602	9	113	11	43
180	706	7.462	2	56	11	43
198	706	7.22	29	16	11	43
204	706	5.42	19	134	11	43
215	706	8.403	16	60	11	43
249	706	7.575	29	116	11	43
332	706	9.523	29	58	11	43
336	706	7.968	29	117	11	43
5	712	10.309	29	15	11	773
22	712	11.049	29	119	11	773
41	712	9.523	29	18	11	773
53	712	0.683	29	21	11	773
56	712	9.029	29	23	11	773
79	712	7.518	9	113	11	773
92	712	10.958	15	17	11	773
122	712	6.389	23	121	11	773
127	712	3.703	29	7	11	773
168	712	7.194	9	113	11	773
233	712	12.158	29	64	11	773
247	712	10.899	29	116	11	773
252	712	7.38	20	40	11	773
256	712	9.029	18	50	11	773
262	712	8.13	9	113	11	773
273	712	8.771	28	126	11	773
278	712	8.016	19	102	11	773
300	712	18.518	16	124	11	773
5	740	0.68	29	15	11	340
26	740	0.693	29	104	11	340
35	740	2.127	29	62	11	340
56	740	2.162	29	23	11	340
58	740	2.389	29	45	11	340
64	740	0.668	29	57	11	340
86	740	1.798	9	130	11	340
108	740	3.802	29	120	11	340
129	740	21.505	11	84	11	340
159	740	0.479	4	35	11	340
195	740	3.241	19	136	11	340
204	740	1.874	19	134	11	340
206	740	2.398	29	132	11	340
210	740	0.656	29	81	11	340
230	740	3.169	29	82	11	340
233	740	0.631	29	64	11	340
256	740	2.574	18	50	11	340
267	740	1.457	8	49	11	340
298	740	1.227	1	38	11	340
320	740	2.169	29	88	11	340
333	740	0.713	29	58	11	340
5	764	1.053	29	15	11	163
37	764	1.778	29	129	11	163
65	764	4.137	29	79	11	163
107	764	2.747	29	128	11	163
117	764	2.252	9	100	11	163
118	764	5.154	9	113	11	163
124	764	0.557	23	121	11	163
133	764	4.702	9	113	11	163
139	764	2.166	0	4	11	163
156	764	0.669	4	30	11	163
198	764	5.791	29	16	11	163
221	764	0.474	29	59	11	163
224	764	5.385	29	59	11	163
276	764	3.802	6	67	11	163
279	764	2.89	19	102	11	163
290	764	1.099	29	107	11	163
307	764	1.224	16	60	11	163
5	790	13.698	29	15	11	43
51	790	11.811	29	63	11	43
54	790	14.285	29	0	11	43
89	790	0.599	0	122	11	43
111	790	4.048	14	86	11	43
142	790	9.463	9	12	11	43
206	790	13.215	29	132	11	43
220	790	18.633	29	59	11	43
225	790	13.452	29	59	11	43
231	790	15.625	29	74	11	43
258	790	10.676	7	29	11	43
259	790	10.489	7	29	11	43
268	790	10.6	12	42	11	43
273	790	9.836	28	126	11	43
274	790	8.875	5	76	11	43
299	790	8.152	1	38	11	43
325	790	26.548	17	36	11	43
332	790	14.705	29	58	11	43
5	791	1.154	29	15	11	164
12	791	1.239	29	105	11	164
15	791	3.642	29	22	11	164
21	791	4.31	29	119	11	164
25	791	0.699	29	104	11	164
35	791	1.138	29	62	11	164
37	791	1.768	29	129	11	164
119	791	1.07	9	113	11	164
154	791	0.931	10	131	11	164
289	791	0.414	29	107	11	164
335	791	0.655	29	55	11	164
5	793	2.694	29	15	11	43
15	793	1.303	29	22	11	43
43	793	10.273	29	65	11	43
52	793	3.259	29	21	11	43
113	793	1.665	16	61	11	43
135	793	2.134	25	123	11	43
141	793	0.521	29	52	11	43
155	793	4.201	10	131	11	43
160	793	0.727	4	26	11	43
185	793	3.327	29	48	11	43
186	793	2.02	10	78	11	43
187	793	7.017	10	78	11	43
188	793	1.913	6	67	11	43
206	793	1.962	29	132	11	43
239	793	6.888	27	101	11	43
272	793	2.34	28	126	11	43
289	793	1.745	29	107	11	43
304	793	3.703	16	60	11	43
308	793	2.234	29	77	11	43
5	798	2.305	29	15	11	138
36	798	2.191	29	71	11	138
57	798	6.593	29	45	11	138
80	798	0.727	15	17	11	138
127	798	2.437	29	7	11	138
141	798	3.792	29	52	11	138
184	798	6.329	17	31	11	138
185	798	3.989	29	48	11	138
188	798	1.639	6	67	11	138
189	798	2.854	25	14	11	138
192	798	1.778	10	98	11	138
201	798	1.139	8	49	11	138
244	798	0.622	29	70	11	138
293	798	2.849	29	96	11	138
295	798	3.735	29	19	11	138
309	798	3.416	29	77	11	138
321	798	5.905	29	85	11	138
5	824	3.108	29	15	11	162
25	824	16.166	29	104	11	162
43	824	25.878	29	65	11	162
56	824	18.324	29	23	11	162
59	824	14.846	29	66	11	162
89	824	12.367	0	122	11	162
124	824	2.496	23	121	11	162
133	824	16.607	9	113	11	162
136	824	16.908	29	46	11	162
141	824	18.018	29	52	11	162
142	824	2.395	9	12	11	162
152	824	3.427	9	113	11	162
157	824	32.036	4	30	11	162
170	824	18.641	29	83	11	162
173	824	15.837	29	55	11	162
185	824	15.73	29	48	11	162
187	824	16.374	10	78	11	162
252	824	17.156	20	40	11	162
263	824	8.541	9	113	11	162
264	824	1.3	9	100	11	162
